Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK_stats_shooting,PKatt_stats_shooting,xG_stats_shooting,npxG_stats_shooting,npxG/Sh,G-xG,np:G-xG,Rk_stats_passing,Nation_stats_passing,Pos_stats_passing,Comp_stats_passing,Age_stats_passing,Born_stats_passing,90s_stats_passing,Cmp,Att,Cmp%,TotDist,PrgDist,Ast_stats_passing,xAG_stats_passing,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP_stats_passing,Rk_stats_passing_types,Nation_stats_passing_types,Pos_stats_passing_types,Comp_stats_passing_types,Age_stats_passing_types,Born_stats_passing_types,90s_stats_passing_types,Att_stats_passing_types,Live,Dead,FK_stats_passing_types,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp_stats_passing_types,Off,Blocks,Rk_stats_gca,Nation_stats_gca,Pos_stats_gca,Comp_stats_gca,Age_stats_gca,Born_stats_gca,90s_stats_gca,SCA,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA,GCA90,Rk_stats_defense,Nation_stats_defense,Pos_stats_defense,Comp_stats_defense,Age_stats_defense,Born_stats_defense,90s_stats_defense,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att_stats_defense,Tkl%,Lost,Blocks_stats_defense,Sh_stats_defense,Pass,Int,Tkl+Int,Clr,Err,Rk_stats_possession,Nation_stats_possession,Pos_stats_possession,Comp_stats_possession,Age_stats_possession,Born_stats_possession,90s_stats_possession,Touches,Def Pen,Def 3rd_stats_possession,Mid 3rd_stats_possession,Att 3rd_stats_possession,Att Pen,Live_stats_possession,Att_stats_possession,Succ,Succ%,Tkld,Tkld%,Carries,TotDist_stats_possession,PrgDist_stats_possession,PrgC_stats_possession,1/3_stats_possession,CPA,Mis,Dis,Rec,PrgR_stats_possession,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld_stats_misc,Off_stats_misc,Crs_stats_misc,Int_stats_misc,TklW_stats_misc,PKwon,PKcon,OG,Recov,Won,Lost_stats_misc,Won%,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_keeper_adv,Nation_stats_keeper_adv,Pos_stats_keeper_adv,Comp_stats_keeper_adv,Age_stats_keeper_adv,Born_stats_keeper_adv,90s_stats_keeper_adv,GA_stats_keeper_adv,PKA_stats_keeper_adv,FK_stats_keeper_adv,CK_stats_keeper_adv,OG_stats_keeper_adv,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp_stats_keeper_adv,Att_stats_keeper_adv,Cmp%_stats_keeper_adv,Att (GK),Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist
1018,Albert Grønbaek,dk DEN,"MF,FW",Rennes,fr Ligue 1,23.0,2001,16,9,813,9.0,2,1,3,2,0,0,1,0,1.5,1.5,1.0,2.5,23,30,58,0.33,0.28,1018,dk DEN,"MF,FW",fr Ligue 1,23-277,2001,9.0,2,22,9,40.9,2.44,1.00,0.09,0.22,18.6,2,0,0,1.5,1.5,0.07,+0.5,+0.5,1018,dk DEN,"MF,FW",fr Ligue 1,23-277,2001,9.0,155,247,62.8,2371,825,1,1.0,0.9,0.0,19,9,13,0,30,1018,dk DEN,"MF,FW",fr Ligue 1,23-277,2001,9.0,247,213,31,7,1,1,28,5,19,16,3,0,155,3,15,1018,dk DEN,"MF,FW",fr Ligue 1,23-277,2001,9.0,29,3.21,17,5,3,2,2,0,5,0.55,1018,dk DEN,"MF,FW",fr Ligue 1,23-277,2001,9.0,21,11,10,7,4,28,35.7,18,9,1,8,4,25,6,0,1018,dk DEN,"MF,FW",fr Ligue 1,23-277,2001,9.0,386,5,48,146,198,41,386,37,11,29.7,24,64.9,218,1166,619,23,15,12,33,15,250,58,1276,dk DEN,"MF,FW",fr Ligue 1,23-277,2001,16,813,51,39.3,9.0,9,68,1,7,29,1,1.06,15,11,+4,+0.44,+0.87,10.2,8.9,+1.3,+0.15,1018,dk DEN,"MF,FW",fr Ligue 1,23-277,2001,9.0,1,0,0,10,10,0,28,4,11,0,0,0,24,4,11,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019,Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,38.0,1987,21,21,1890,21.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,1019,es ESP,GK,es La Liga,38-045,1987,21.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1019,es ESP,GK,es La Liga,38-045,1987,21.0,488,598,81.6,11563,7292,0,0.0,0.0,0.0,0,1,0,0,0,1019,es ESP,GK,es La Liga,38-045,1987,21.0,598,431,165,32,0,0,0,0,0,0,0,0,488,2,0,1019,es ESP,GK,es La Liga,38-045,1987,21.0,1,0.05,0,1,0,0,0,0,0,0.00,1019,es ESP,GK,es La Liga,38-045,1987,21.0,0,0,0,0,0,0,,0,0,0,0,0,0,12,1,1019,es ESP,GK,es La Liga,38-045,1987,21.0,638,574,634,4,0,0,638,0,0,,0,,352,1799,1100,0,0,0,2,0,264,0,1277,es ESP,GK,es La Liga,38-045,1987,21,1890,90,84.0,21.0,21,90,21,0,,3,1.24,26,29,-3,-0.14,-0.39,28.2,20.9,+7.3,+0.35,1019,es ESP,GK,es La Liga,38-045,1987,21.0,0,0,0,0,3,0,0,0,0,0,0,0,49,9,0,100.0,53,es ESP,GK,es La Liga,38-045,1987,21,21,1890,21.0,29,1.38,76,47,63.2,7,5,9,5,23.8,1,1,0,0,53,es ESP,GK,es La Liga,38-045,1987,21.0,29,1,0,4,0,23.6,0.30,-5.4,-0.26,43,139,30.9,463,131,20.7,27.9,280,22,7.9,24,1.14,13.7
1020,Sergi Guardiola,es ESP,FW,Rayo Vallecano,es La Liga,33.0,1991,9,0,188,2.1,0,0,0,0,0,0,0,0,1.1,1.1,0.1,1.2,0,2,14,0.00,0.58,1020,es ESP,FW,es La Liga,33-271,1991,2.1,0,7,1,14.3,3.35,0.48,0.00,0.00,9.0,0,0,0,1.1,1.1,0.16,-1.1,-1.1,1020,es ESP,FW,es La Liga,33-271,1991,2.1,35,52,67.3,449,130,0,0.1,0.2,-0.1,3,1,2,1,2,1020,es ESP,FW,es La Liga,33-271,1991,2.1,52,51,1,0,0,0,4,0,0,0,0,0,35,0,2,1020,es ESP,FW,es La Liga,33-271,1991,2.1,6,2.87,6,0,0,0,0,0,0,0.00,1020,es ESP,FW,es La Liga,33-271,1991,2.1,3,2,0,3,0,0,,0,0,0,0,1,4,2,0,1020,es ESP,FW,es La Liga,33-271,1991,2.1,78,3,8,29,41,13,78,1,0,0.0,1,100.0,50,152,56,0,3,0,5,4,61,14,1278,es ESP,FW,es La Liga,33-271,1991,9,188,21,8.4,2.1,0,,0,9,21,12,1.44,5,1,+4,+1.91,+2.05,5.5,3.0,+2.5,+1.20,1020,es ESP,FW,es La Liga,33-271,1991,2.1,0,0,0,5,6,0,4,1,2,0,0,0,4,2,5,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,es La Liga,33.0,1991,22,21,1868,20.8,0,1,1,0,0,0,4,0,0.4,0.4,0.6,1.0,10,46,5,0.05,0.05,1021,rs SRB,"DF,MF",es La Liga,33-100,1991,20.8,0,14,3,21.4,0.67,0.14,0.00,0.00,27.1,3,0,0,0.4,0.4,0.03,-0.4,-0.4,1021,rs SRB,"DF,MF",es La Liga,33-100,1991,20.8,951,1102,86.3,15976,4768,1,0.6,0.9,+0.4,13,59,6,0,46,1021,rs SRB,"DF,MF",es La Liga,33-100,1991,20.8,1102,1005,93,53,1,7,29,0,23,15,3,0,951,4,5,1021,rs SRB,"DF,MF",es La Liga,33-100,1991,20.8,28,1.35,14,11,0,0,1,2,2,0.10,1021,rs SRB,"DF,MF",es La Liga,33-100,1991,20.8,31,15,10,17,4,21,71.4,6,19,6,13,21,52,66,0,1021,rs SRB,"DF,MF",es La Liga,33-100,1991,20.8,1293,102,535,647,117,3,1293,5,3,60.0,1,20.0,575,2426,1094,10,4,0,14,3,804,5,1280,rs SRB,"DF,MF",es La Liga,33-100,1991,22,1868,85,86.5,20.8,21,88,17,1,21,2,1.41,28,27,+1,+0.05,+1.90,23.8,26.0,-2.2,-0.11,1021,rs SRB,"DF,MF",es La Liga,33-100,1991,20.8,4,0,0,18,13,0,29,21,15,0,0,0,55,38,22,63.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1022,Gabriel Gudmundsson,se SWE,DF,Lille,fr Ligue 1,25.0,1999,22,16,1415,15.7,2,0,2,2,0,0,3,0,0.6,0.6,1.0,1.6,58,76,94,0.13,0.10,1022,se SWE,DF,fr Ligue 1,25-301,1999,15.7,2,15,4,26.7,0.95,0.25,0.13,0.50,18.6,0,0,0,0.6,0.6,0.04,+1.4,+1.4,1022,se SWE,DF,fr Ligue 1,25-301,1999,15.7,686,831,82.6,11061,3034,0,1.0,1.5,-1.0,14,49,18,10,76,1022,se SWE,DF,fr Ligue 1,25-301,1999,15.7,831,686,145,13,1,5,51,126,4,0,2,0,686,0,20,1022,se SWE,DF,fr Ligue 1,25-301,1999,15.7,24,1.53,18,2,1,1,2,0,0,0.00,1022,se SWE,DF,fr Ligue 1,25-301,1999,15.7,28,21,8,14,6,30,60.0,12,15,5,10,10,38,29,3,1022,se SWE,DF,fr Ligue 1,25-301,1999,15.7,1000,52,246,438,323,29,1000,42,16,38.1,21,50.0,561,3903,2068,58,32,8,16,17,660,94,1281,se SWE,DF,fr Ligue 1,25-301,1999,22,1415,64,68.4,15.7,16,80,7,6,22,1,1.73,24,20,+4,+0.25,-1.26,23.7,22.9,+0.7,+0.05,1022,se SWE,DF,fr Ligue 1,25-301,1999,15.7,3,0,0,26,34,4,51,10,21,0,0,0,59,10,7,58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1023,Gonçalo Guedes,pt POR,"MF,FW",Wolves,eng Premier League,28.0,1996,22,7,740,8.2,2,4,6,2,0,0,1,0,2.2,2.2,1.1,3.3,28,28,54,0.73,0.40,1023,pt POR,"MF,FW",eng Premier League,28-087,1996,8.2,2,18,7,38.9,2.19,0.85,0.11,0.29,19.9,0,0,0,2.2,2.2,0.12,-0.2,-0.2,1023,pt POR,"MF,FW",eng Premier League,28-087,1996,8.2,177,241,73.4,3017,752,4,1.1,0.6,+2.9,11,13,14,5,28,1023,pt POR,"MF,FW",eng Premier League,28-087,1996,8.2,241,216,23,0,0,4,16,7,1,1,0,0,177,2,5,1023,pt POR,"MF,FW",eng Premier League,28-087,1996,8.2,22,2.68,20,0,1,0,1,0,8,0.97,1023,pt POR,"MF,FW",eng Premier League,28-087,1996,8.2,14,4,2,5,7,14,21.4,11,9,0,9,5,19,3,0,1023,pt POR,"MF,FW",eng Premier League,28-087,1996,8.2,350,4,39,154,169,25,350,20,5,25.0,11,55.0,208,1538,762,28,17,4,33,13,233,54,1282,pt POR,"MF,FW",eng Premier League,28-087,1996,22,740,34,31.6,8.2,7,66,0,15,19,3,0.86,14,18,-4,-0.49,+0.30,9.9,14.2,-4.4,-0.53,1023,pt POR,"MF,FW",eng Premier League,28-087,1996,8.2,1,0,0,14,14,3,16,5,4,0,0,0,31,3,10,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1024,Axel Gueguin,fr FRA,FW,Montpellier,fr Ligue 1,19.0,2005,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,1024,fr FRA,FW,fr Ligue 1,19-337,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,1024,fr FRA,FW,fr Ligue 1,19-337,2005,0.3,5,6,83.3,75,34,0,0.0,0.1,0.0,0,0,0,0,1,1024,fr FRA,FW,fr Ligue 1,19-337,2005,0.3,6,5,1,0,0,0,1,0,1,0,1,0,5,0,1,1024,fr FRA,FW,fr Ligue 1,19-337,2005,0.3,0,0.00,0,0,0,0,0,0,0,0.00,1024,fr FRA,FW,fr Ligue 1,19-337,2005,0.3,1,1,0,1,0,1,100.0,0,0,0,0,0,1,0,0,1024,fr FRA,FW,fr Ligue 1,19-337,2005,0.3,9,0,2,3,4,1,9,1,0,0.0,1,100.0,2,4,1,0,0,0,1,0,4,1,1283,fr FRA,FW,fr Ligue 1,19-337,2005,1,23,23,1.1,0.3,0,,0,1,23,4,0.00,1,1,0,0.00,+1.45,0.1,1.1,-1.0,-3.85,1024,fr FRA,FW,fr Ligue 1,19-337,2005,0.3,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1025,Marc Guéhi,eng ENG,DF,Crystal Palace,eng Premier League,24.0,2000,25,25,2250,25.0,3,2,5,3,0,0,6,0,1.6,1.6,1.1,2.6,12,102,7,0.20,0.11,1025,eng ENG,DF,eng Premier League,24-226,2000,25.0,3,11,6,54.5,0.44,0.24,0.27,0.50,9.5,0,0,0,1.6,1.6,0.14,+1.4,+1.4,1025,eng ENG,DF,eng Premier League,24-226,2000,25.0,1096,1328,82.5,21590,8973,2,1.1,1.1,+0.9,8,93,8,2,102,1025,eng ENG,DF,eng Premier League,24-226,2000,25.0,1328,1251,72,63,5,11,10,3,0,0,0,0,1096,5,6,1025,eng ENG,DF,eng Premier League,24-226,2000,25.0,25,1.00,20,0,0,3,2,0,3,0.12,1025,eng ENG,DF,eng Premier League,24-226,2000,25.0,43,23,27,14,2,33,69.7,10,46,20,26,18,61,119,1,1025,eng ENG,DF,eng Premier League,24-226,2000,25.0,1596,249,833,676,97,23,1596,13,11,84.6,2,15.4,846,4249,2196,12,13,1,14,12,984,7,1284,eng ENG,DF,eng Premier League,24-226,2000,25,2250,90,96.2,25.0,25,90,25,0,,0,1.20,29,31,-2,-0.08,-1.08,34.7,32.6,+2.0,+0.08,1025,eng ENG,DF,eng Premier League,24-226,2000,25.0,6,0,0,14,21,0,10,18,23,0,0,2,112,61,40,60.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1026,Mattéo Guendouzi,fr FRA,MF,Lazio,it Serie A,25.0,1999,26,26,2293,25.5,1,3,4,1,0,0,4,0,0.9,0.9,2.6,3.5,69,225,42,0.16,0.14,1026,fr FRA,MF,it Serie A,25-316,1999,25.5,1,19,4,21.1,0.75,0.16,0.05,0.25,20.9,0,0,0,0.9,0.9,0.05,+0.1,+0.1,1026,fr FRA,MF,it Serie A,25-316,1999,25.5,1361,1513,90.0,25016,6805,3,2.6,2.2,+0.4,28,209,19,3,225,1026,fr FRA,MF,it Serie A,25-316,1999,25.5,1513,1429,78,47,6,17,16,22,7,0,0,0,1361,6,14,1026,fr FRA,MF,it Serie A,25-316,1999,25.5,79,3.10,70,3,2,3,1,0,6,0.24,1026,fr FRA,MF,it Serie A,25-316,1999,25.5,23,13,5,13,5,30,36.7,19,25,6,19,23,46,30,1,1026,fr FRA,MF,it Serie A,25-316,1999,25.5,1681,48,257,1082,363,25,1681,20,15,75.0,5,25.0,1077,6786,3864,69,55,6,19,13,1280,42,1285,fr FRA,MF,it Serie A,25-316,1999,26,2293,88,98.0,25.5,26,88,22,0,,0,1.81,46,33,+13,+0.51,+0.51,37.7,27.2,+10.5,+0.41,1026,fr FRA,MF,it Serie A,25-316,1999,25.5,4,0,0,21,25,1,16,23,13,0,1,0,119,12,11,52.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1027,Javier Guerra,es ESP,MF,Valencia,es La Liga,22.0,2003,24,19,1615,17.9,1,2,3,1,0,0,2,0,1.2,1.2,2.0,3.3,24,80,49,0.17,0.18,1027,es ESP,MF,es La Liga,22-054,2003,17.9,1,28,4,14.3,1.56,0.22,0.04,0.25,24.1,0,0,0,1.2,1.2,0.04,-0.2,-0.2,1027,es ESP,MF,es La Liga,22-054,2003,17.9,574,756,75.9,9789,2911,2,2.0,2.0,0.0,13,68,14,4,80,1027,es ESP,MF,es La Liga,22-054,2003,17.9,756,712,34,16,3,7,36,1,12,6,1,0,574,10,21,1027,es ESP,MF,es La Liga,22-054,2003,17.9,45,2.51,31,4,3,3,3,1,4,0.22,1027,es ESP,MF,es La Liga,22-054,2003,17.9,37,18,12,14,11,37,48.6,19,9,0,9,10,47,27,2,1027,es ESP,MF,es La Liga,22-054,2003,17.9,986,31,192,547,264,29,986,48,21,43.8,24,50.0,546,2885,1429,24,28,8,38,39,662,49,1286,es ESP,MF,es La Liga,22-054,2003,24,1615,67,71.8,17.9,19,80,8,5,17,1,0.92,21,29,-8,-0.45,+0.69,19.2,25.8,-6.5,-0.36,1027,es ESP,MF,es La Liga,22-054,2003,17.9,2,0,0,22,24,0,36,10,18,0,0,0,100,11,13,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Raphaël Guerreiro,pt POR,DF,Bayern Munich,de Bundesliga,31.0,1993,16,14,1155,12.8,1,2,3,1,0,0,0,0,0.9,0.9,2.5,3.4,29,61,89,0.23,0.26,1028,pt POR,DF,de Bundesliga,31-064,1993,12.8,1,12,4,33.3,0.94,0.31,0.08,0.25,18.4,0,0,0,0.9,0.9,0.07,+0.1,+0.1,1028,pt POR,DF,de Bundesliga,31-064,1993,12.8,892,1009,88.4,12159,3076,2,2.5,4.1,-0.5,25,59,17,1,61,1028,pt POR,DF,de Bundesliga,31-064,1993,12.8,1009,911,93,14,6,1,24,73,5,3,1,0,892,5,21,1028,pt POR,DF,de Bundesliga,31-064,1993,12.8,46,3.58,42,3,0,1,0,0,7,0.55,1028,pt POR,DF,de Bundesliga,31-064,1993,12.8,13,8,6,4,3,13,76.9,3,8,0,8,9,22,12,1,1028,pt POR,DF,de Bundesliga,31-064,1993,12.8,1103,24,192,504,413,37,1103,16,7,43.8,8,50.0,591,2575,1241,29,27,5,14,9,823,89,1287,pt POR,DF,de Bundesliga,31-064,1993,16,1155,72,55.8,12.8,14,79,4,2,22,7,2.56,37,9,+28,+2.18,+0.02,27.4,7.0,+20.4,+1.59,1028,pt POR,DF,de Bundesliga,31-064,1993,12.8,0,0,0,5,6,0,24,9,8,0,0,0,75,4,6,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1029,Evann Guessand,ci CIV,"FW,MF",Nice,fr Ligue 1,23.0,2001,23,23,1955,21.7,9,7,16,9,0,0,2,0,7.6,7.6,4.5,12.1,70,65,123,0.74,0.56,1029,ci CIV,"FW,MF",fr Ligue 1,23-238,2001,21.7,9,51,21,41.2,2.35,0.97,0.18,0.43,12.3,0,0,0,7.6,7.6,0.15,+1.4,+1.4,1029,ci CIV,"FW,MF",fr Ligue 1,23-238,2001,21.7,334,442,75.6,4679,1308,7,4.5,4.2,+2.5,30,36,22,4,65,1029,ci CIV,"FW,MF",fr Ligue 1,23-238,2001,21.7,442,420,19,3,8,0,28,0,0,0,0,0,334,3,20,1029,ci CIV,"FW,MF",fr Ligue 1,23-238,2001,21.7,76,3.50,51,0,11,5,5,4,15,0.69,1029,ci CIV,"FW,MF",fr Ligue 1,23-238,2001,21.7,34,22,9,14,11,10,50.0,5,17,2,15,12,46,12,0,1029,ci CIV,"FW,MF",fr Ligue 1,23-238,2001,21.7,700,14,72,323,328,98,700,74,35,47.3,35,47.3,441,3123,1895,70,42,22,53,54,525,123,1288,ci CIV,"FW,MF",fr Ligue 1,23-238,2001,23,1955,85,94.4,21.7,23,85,14,0,,0,1.87,43,26,+17,+0.78,-0.78,38.0,25.1,+12.9,+0.60,1029,ci CIV,"FW,MF",fr Ligue 1,23-238,2001,21.7,2,0,0,37,53,8,28,12,22,1,0,0,76,22,29,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1030,Ander Guevara,es ESP,MF,Alavés,es La Liga,27.0,1997,23,15,1414,15.7,0,1,1,0,0,0,1,0,0.4,0.4,0.5,0.9,11,84,13,0.06,0.06,1030,es ESP,MF,es La Liga,27-232,1997,15.7,0,7,1,14.3,0.45,0.06,0.00,0.00,21.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,1030,es ESP,MF,es La Liga,27-232,1997,15.7,563,730,77.1,10050,2900,1,0.5,0.4,+0.5,8,76,6,0,84,1030,es ESP,MF,es La Liga,27-232,1997,15.7,730,693,29,19,0,5,3,2,0,0,0,0,563,8,11,1030,es ESP,MF,es La Liga,27-232,1997,15.7,28,1.78,26,1,1,0,0,0,5,0.32,1030,es ESP,MF,es La Liga,27-232,1997,15.7,37,23,15,21,1,40,45.0,22,18,5,13,8,45,32,1,1030,es ESP,MF,es La Liga,27-232,1997,15.7,889,47,200,563,131,9,889,13,7,53.8,5,38.5,381,1749,876,11,13,0,13,15,483,13,1289,es ESP,MF,es La Liga,27-232,1997,23,1414,61,62.8,15.7,15,78,6,8,31,2,0.91,19,21,-2,-0.13,+0.84,17.7,17.8,-0.1,-0.01,1030,es ESP,MF,es La Liga,27-232,1997,15.7,1,0,0,24,15,0,3,8,23,0,0,0,81,21,28,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1031,Pape Gueye,sn SEN,"MF,FW",Villarreal,es La Liga,26.0,1999,23,19,1607,17.9,2,0,2,2,0,0,5,1,2.3,2.3,0.8,3.0,29,109,53,0.11,0.17,1031,sn SEN,"MF,FW",es La Liga,26-031,1999,17.9,2,38,11,28.9,2.13,0.62,0.05,0.18,17.7,0,0,0,2.3,2.3,0.06,-0.3,-0.3,1031,sn SEN,"MF,FW",es La Liga,26-031,1999,17.9,638,805,79.3,11851,3953,0,0.8,1.3,-0.8,11,87,15,2,109,1031,sn SEN,"MF,FW",es La Liga,26-031,1999,17.9,805,762,35,27,6,9,15,1,2,1,0,0,638,8,15,1031,sn SEN,"MF,FW",es La Liga,26-031,1999,17.9,35,1.96,28,2,0,2,1,2,6,0.34,1031,sn SEN,"MF,FW",es La Liga,26-031,1999,17.9,43,20,17,19,7,20,80.0,4,19,7,12,18,61,36,1,1031,sn SEN,"MF,FW",es La Liga,26-031,1999,17.9,1029,48,240,588,212,46,1029,26,8,30.8,12,46.2,586,2858,1515,29,21,7,29,16,716,53,1290,sn SEN,"MF,FW",es La Liga,26-031,1999,23,1607,70,71.4,17.9,19,80,10,4,20,0,1.74,29,21,+8,+0.45,-0.25,27.7,17.6,+10.1,+0.56,1031,sn SEN,"MF,FW",es La Liga,26-031,1999,17.9,5,1,1,25,49,4,15,18,20,0,0,0,91,21,21,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1032,Morgan Guilavogui,gn GUI,"FW,MF",St. Pauli,de Bundesliga,26.0,1998,18,16,1308,14.5,5,1,6,5,0,0,5,0,5.8,5.8,1.7,7.5,28,31,95,0.41,0.51,1032,gn GUI,"FW,MF",de Bundesliga,26-351,1998,14.5,5,32,9,28.1,2.20,0.62,0.16,0.56,13.9,0,0,0,5.8,5.8,0.18,-0.8,-0.8,1032,gn GUI,"FW,MF",de Bundesliga,26-351,1998,14.5,276,416,66.3,3636,964,1,1.7,1.6,-0.7,22,24,8,3,31,1032,gn GUI,"FW,MF",de Bundesliga,26-351,1998,14.5,416,409,2,0,1,3,10,2,0,0,0,0,276,5,18,1032,gn GUI,"FW,MF",de Bundesliga,26-351,1998,14.5,41,2.82,29,0,6,2,2,2,2,0.14,1032,gn GUI,"FW,MF",de Bundesliga,26-351,1998,14.5,31,16,10,16,5,27,51.9,13,25,0,25,11,42,27,0,1032,gn GUI,"FW,MF",de Bundesliga,26-351,1998,14.5,645,24,89,289,275,71,645,37,16,43.2,17,45.9,285,1530,709,28,21,16,42,19,424,95,1291,gn GUI,"FW,MF",de Bundesliga,26-351,1998,18,1308,73,63.2,14.5,16,79,6,2,25,0,1.00,12,10,+2,+0.14,+1.44,16.3,17.7,-1.5,-0.10,1032,gn GUI,"FW,MF",de Bundesliga,26-351,1998,14.5,5,0,0,33,23,8,10,11,16,0,0,0,53,53,53,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1033,Frederic Guilbert,fr FRA,DF,Lecce,it Serie A,30.0,1994,21,21,1676,18.6,0,0,0,0,0,0,2,2,0.2,0.2,1.3,1.4,29,56,33,0.00,0.08,1033,fr FRA,DF,it Serie A,30-062,1994,18.6,0,7,0,0.0,0.38,0.00,0.00,,26.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,1033,fr FRA,DF,it Serie A,30-062,1994,18.6,693,899,77.1,12495,5393,0,1.3,1.3,-1.3,10,53,12,8,56,1033,fr FRA,DF,it Serie A,30-062,1994,18.6,899,679,215,30,4,1,35,183,1,0,0,0,693,5,22,1033,fr FRA,DF,it Serie A,30-062,1994,18.6,23,1.24,16,5,0,0,0,2,1,0.05,1033,fr FRA,DF,it Serie A,30-062,1994,18.6,51,27,21,24,6,42,64.3,15,18,7,11,35,86,88,3,1033,fr FRA,DF,it Serie A,30-062,1994,18.6,1145,85,410,546,211,3,1145,30,13,43.3,12,40.0,477,2570,1304,29,23,2,20,6,546,33,1292,fr FRA,DF,it Serie A,30-062,1994,21,1676,80,71.6,18.6,21,80,11,0,,0,1.19,16,25,-9,-0.48,+1.55,17.9,25.2,-7.3,-0.39,1033,fr FRA,DF,it Serie A,30-062,1994,18.6,2,2,0,21,16,1,35,35,27,0,1,0,62,24,18,57.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
